city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Canagatan,Canagatan,18,121.8,Philippines,PH,PHL,Cagayan,,1273219,1608697675
Bagam,Bagam,1.13,104.0531,Indonesia,ID,IDN,Kepulauan Riau,,1256610,1360405604
Sumedang,Sumedang,-6.84,107.9208,Indonesia,ID,IDN,Jawa Barat,,1240000,1360564479
Chiang Mai,Chiang Mai,18.7953,98.9986,Thailand,TH,THA,Chiang Mai,admin,1198000,1764662886
Batam Centre,Batam Centre,1.1272,104.0556,Indonesia,ID,IDN,Kepulauan Riau,,1196396,1360024213
Cilacap,Cilacap,-7.7167,109.017,Indonesia,ID,IDN,Jawa Tengah,minor,1174964,1360503809
Bandar Lampung,Bandar Lampung,-5.45,105.2667,Indonesia,ID,IDN,Lampung,admin,1166761,1360243491
Rangapukur,Rangapukur,25.5206,89.2147,Bangladesh,BD,BGD,Rangpur,,1031388,1050032005
Islamabad,Islamabad,33.6931,73.0639,Pakistan,PK,PAK,Islamabad,primary,1014825,1586306717
Āqchah,Aqchah,36.9114,66.1858,Afghanistan,AF,AFG,Jowzjān,minor,1012000,1004364776
Quetta,Quetta,30.1833,67,Pakistan,PK,PAK,Balochistan,admin,1001205,1586556108
Pekanbaru,Pekanbaru,0.5092,101.4453,Indonesia,ID,IDN,Riau,admin,983356,1360422679
Bogor,Bogor,-6.5966,106.7972,Indonesia,ID,IDN,Jawa Barat,,982469,1360771925
Nārāyanganj,Narayanganj,23.6167,90.5,Bangladesh,BD,BGD,Dhaka,,967951,1050424421
Cebu City,Cebu City,10.32,123.75,Philippines,PH,PHL,Cebu,admin,964169,1608136151
Seberang Jaya,Seberang Jaya,5.3909,100.4104,Malaysia,MY,MYS,Pulau Pinang,,946092,1458417183
Khulna,Khulna,22.8167,89.55,Bangladesh,BD,BGD,Khulna,admin,928891,1050667339
Masbate,Masbate,12.27,123.58,Philippines,PH,PHL,Masbate,admin,908920,1608802236
Antipolo,Antipolo,14.5842,121.1763,Philippines,PH,PHL,Rizal,admin,887399,1608824345
Taguig City,Taguig City,14.52,121.05,Philippines,PH,PHL,Taguig,admin,886722,1608766695
Klang,Klang,3.0223,101.5481,Malaysia,MY,MYS,Selangor,,878000,1458509635
Ipoh,Ipoh,4.6,101.065,Malaysia,MY,MYS,Perak,admin,866772,1458423505
Kathmandu,Kathmandu,27.71,85.32,Nepal,NP,NPL,,primary,845767,1524589448
Samarinda,Samarinda,-0.5,117.1378,Indonesia,ID,IDN,Kalimantan Timur,admin,831460,1360684979
Pasig City,Pasig City,14.5605,121.0765,Philippines,PH,PHL,Pasig,admin,803159,1608278212
Kumila,Kumila,35.25,73.5,Pakistan,PK,PAK,Khyber Pakhtunkhwa,,784711,1586024256
Bahawalpur,Bahawalpur,29.3956,71.6836,Pakistan,PK,PAK,Punjab,minor,762111,1586038700
Colombo,Colombo,6.9167,79.8333,Sri Lanka,LK,LKA,Western,primary,752993,1144251314
Cagayan de Oro,Cagayan de Oro,8.48,124.65,Philippines,PH,PHL,Cagayan de Oro,admin,728402,1608831546
Valenzuela,Valenzuela,14.7,120.98,Philippines,PH,PHL,Valenzuela,admin,714978,1608492120
George Town,George Town,5.4136,100.3294,Malaysia,MY,MYS,Pulau Pinang,admin,708127,1458236750
Dasmariñas,Dasmarinas,14.33,120.94,Philippines,PH,PHL,Cavite,,703141,1608418544
Parachinar,Parachinar,33.9,70.1,Pakistan,PK,PAK,Khyber Pakhtunkhwa,,700000,1586337795
General Santos,General Santos,6.12,125.17,Philippines,PH,PHL,General Santos,admin,697315,1608171585
City of Parañaque,City of Paranaque,14.5008,120.9915,Philippines,PH,PHL,Parañaque,admin,689992,1608379532
Pontianak,Pontianak,-0.0206,109.3414,Indonesia,ID,IDN,Kalimantan Barat,admin,680880,1360992394
Tasikmalaya,Tasikmalaya,-7.3161,108.1975,Indonesia,ID,IDN,Jawa Barat,,678027,1360027771
Denpasar,Denpasar,-8.6717,115.2339,Indonesia,ID,IDN,Bali,admin,670210,1360848527
Bacoor,Bacoor,14.4624,120.9645,Philippines,PH,PHL,Cavite,,664625,1608869358
Banjarmasin,Banjarmasin,-3.32,114.5925,Indonesia,ID,IDN,Kalimantan Selatan,admin,662230,1360685223
Sargodha,Sargodha,32.0836,72.6711,Pakistan,PK,PAK,Punjab,minor,659862,1586696588
Tondo,Tondo,14.617,120.967,Philippines,PH,PHL,Manila,,654220,1608204201
San Jose del Monte,San Jose del Monte,14.8139,121.0453,Philippines,PH,PHL,Bulacan,,651813,1608850554
Petaling Jaya,Petaling Jaya,3.0833,101.65,Malaysia,MY,MYS,Selangor,,638516,1458989343
Makati City,Makati City,14.5567,121.0214,Philippines,PH,PHL,Makati,admin,629616,1608725647
Kandahār,Kandahar,31.62,65.7158,Afghanistan,AF,AFG,Kandahār,admin,614254,1004003059
Serang,Serang,-6.12,106.1503,Indonesia,ID,IDN,Banten,admin,613356,1360329102
Jambi,Jambi,-1.59,103.61,Indonesia,ID,IDN,Jambi,admin,612162,1360645580
Kuantan,Kuantan,3.83,103.32,Malaysia,MY,MYS,Pahang,admin,607778,1458763489
Las Piñas City,Las Pinas City,14.45,120.98,Philippines,PH,PHL,Las Piñas,,606293,1608544537
Bacolod,Bacolod,10.6765,122.9509,Philippines,PH,PHL,Bacolod,admin,600783,1608244137
Balikpapan,Balikpapan,-1.2768,116.8277,Indonesia,ID,IDN,Kalimantan Timur,,598043,1360500922
Sialkot City,Sialkot City,32.4925,74.5311,Pakistan,PK,PAK,Punjab,minor,591668,1586141444
Cimahi,Cimahi,-6.8712,107.5548,Indonesia,ID,IDN,Jawa Barat,,586580,1360181436
Shah Alam,Shah Alam,3.0667,101.55,Malaysia,MY,MYS,Selangor,admin,584340,1458194263
Mymensingh,Mymensingh,24.7504,90.38,Bangladesh,BD,BGD,Mymensingh,admin,576927,1050399881
Iloilo,Iloilo,10.72,122.57,Philippines,PH,PHL,Iloilo,admin,574000,1608875987
Herāt,Herat,34.3419,62.2031,Afghanistan,AF,AFG,Herāt,admin,556205,1004237782
Surakarta,Surakarta,-7.5667,110.8167,Indonesia,ID,IDN,Jawa Tengah,,552118,1360853933
Sungai Petani,Sungai Petani,5.6497,100.4793,Malaysia,MY,MYS,Kedah,,544851,1458639918
Muntinlupa City,Muntinlupa City,14.38,121.05,Philippines,PH,PHL,Muntinlupa,admin,543445,1608473406
City of Calamba,City of Calamba,14.22,121.17,Philippines,PH,PHL,Laguna,,539671,1608985581
Farāh,Farah,32.3436,62.1194,Afghanistan,AF,AFG,Farāh,admin,500000,1004523791
Sukkur,Sukkur,27.7061,68.8483,Pakistan,PK,PAK,Sindh,minor,499900,1586383591
Lapu-Lapu City,Lapu-Lapu City,10.3127,123.9488,Philippines,PH,PHL,Lapu-Lapu,admin,497604,1608430676
Johor Bahru,Johor Bahru,1.482,103.7281,Malaysia,MY,MYS,Johor,admin,497097,1458747615
Imus,Imus,14.4297,120.9367,Philippines,PH,PHL,Cavite,,496794,1608802508
Pindi Bhattian,Pindi Bhattian,31.8958,73.2761,Pakistan,PK,PAK,Punjab,,493222,1586986678
Kota Bharu,Kota Bharu,6.12,102.23,Malaysia,MY,MYS,Kelantan,admin,491237,1458150101
Larkana,Larkana,27.5583,68.2111,Pakistan,PK,PAK,Sindh,minor,490508,1586678302
Sylhet,Sylhet,24.9,91.8667,Bangladesh,BD,BGD,Sylhet,admin,479837,1050646703
Chiniot,Chiniot,31.7194,72.9842,Pakistan,PK,PAK,Punjab,minor,477781,1586413435
Shekhupura,Shekhupura,31.7111,73.9878,Pakistan,PK,PAK,Punjab,minor,473129,1586291726
Mazār-e Sharīf,Mazar-e Sharif,36.7,67.1167,Afghanistan,AF,AFG,Balkh,admin,469247,1004436363
Kupang,Kupang,-10.1702,123.6077,Indonesia,ID,IDN,Nusa Tenggara Timur,admin,466632,1360696757
Nakhon Ratchasima,Nakhon Ratchasima,14.9806,102.1,Thailand,TH,THA,Nakhon Ratchasima,admin,466098,1764752197
Angeles City,Angeles City,15.1472,120.5847,Philippines,PH,PHL,Angeles,admin,462928,1608036027
Manado Light,Manado Light,1.4858,124.8347,Indonesia,ID,IDN,Sulawesi Utara,,461636,1360843220
Manado,Manado,1.4931,124.8413,Indonesia,ID,IDN,Sulawesi Utara,admin,461636,1360771278
Marikina City,Marikina City,14.65,121.1,Philippines,PH,PHL,Marikina,admin,456059,1608000077
Melaka,Melaka,2.2064,102.2465,Malaysia,MY,MYS,Melaka,admin,455300,1458467506
Kota Kinabalu,Kota Kinabalu,5.98,116.11,Malaysia,MY,MYS,Sabah,admin,452058,1458441859
General Trias,General Trias,14.38,120.88,Philippines,PH,PHL,Cavite,,450583,1608826995
Sirājganj,Sirajganj,24.45,89.7167,Bangladesh,BD,BGD,Rājshāhi,,450000,1050687094
Rājshāhi,Rajshahi,24.3667,88.6,Bangladesh,BD,BGD,Rājshāhi,admin,448087,1050547831
Shah Latif Town,Shah Latif Town,24.8806,67.1625,Pakistan,PK,PAK,Sindh,,447993,1586521586
Rodriguez,Rodriguez,14.72,121.12,Philippines,PH,PHL,Rizal,,443954,1608543530
Chauddagram,Chauddagram,23.2244,91.3731,Bangladesh,BD,BGD,Chattogram,,443648,1050749168
Lembok,Lembok,-8.565,116.351,Indonesia,ID,IDN,Nusa Tenggara Barat,,441147,1360013261
Pasay City,Pasay City,14.5439,120.995,Philippines,PH,PHL,Pasay,admin,440656,1608448280
Sanghar,Sanghar,26.0442,68.9536,Pakistan,PK,PAK,Sindh,minor,434087,1586840922
Bandung,Bandung,-6.912,107.6097,Indonesia,ID,IDN,Jawa Barat,admin,432557,1360313023
Mandaluyong City,Mandaluyong City,14.58,121.03,Philippines,PH,PHL,Mandaluyong,admin,425758,1608166320
Yogyakarta,Yogyakarta,-7.8014,110.3644,Indonesia,ID,IDN,Yogyakarta,admin,422732,1360384833
Rahimyar Khan,Rahimyar Khan,28.42,70.3,Pakistan,PK,PAK,Punjab,,420419,1586136399
Seremban,Seremban,2.7105,101.94,Malaysia,MY,MYS,Negeri Sembilan,admin,419536,1458051507
Kushtia,Kushtia,23.9,89.12,Bangladesh,BD,BGD,Khulna,,418312,1050000610
Santa Rosa,Santa Rosa,14.32,121.12,Philippines,PH,PHL,Laguna,,414812,1608571683
Jhang City,Jhang City,31.2694,72.3161,Pakistan,PK,PAK,Punjab,minor,414131,1586288677
Jayapura,Jayapura,-2.533,140.717,Indonesia,ID,IDN,Papua,admin,413283,1360517692
Khon Kaen,Khon Kaen,16.4333,102.8333,Thailand,TH,THA,Khon Kaen,admin,412758,1764003406
Mataram,Mataram,-8.5833,116.1167,Indonesia,ID,IDN,Nusa Tenggara Barat,admin,408900,1360021952
Biñan,Binan,14.33,121.08,Philippines,PH,PHL,Laguna,,407437,1608039268
Hat Yai,Hat Yai,7.0167,100.4667,Thailand,TH,THA,Songkhla,minor,406513,1764161022
Barura,Barura,23.3683,91.0484,Bangladesh,BD,BGD,Chattogram,,405118,1050831924
Bogra,Bogra,24.851,89.3711,Bangladesh,BD,BGD,Rājshāhi,,400983,1050833664
Dera Ghazi Khan,Dera Ghazi Khan,30.0331,70.64,Pakistan,PK,PAK,Punjab,minor,399064,1586002238
Sandakan,Sandakan,5.843,118.108,Malaysia,MY,MYS,Sabah,,396290,1458405180
Tāngāil,Tangail,24.25,89.92,Bangladesh,BD,BGD,Dhaka,,392300,1050628940
Gujrat,Gujrat,32.5739,74.0789,Pakistan,PK,PAK,Punjab,minor,390533,1586006990
Sampaloc,Sampaloc,14.6031,121.0022,Philippines,PH,PHL,Manila,,388305,1608298987
Cilegon,Cilegon,-6.0027,106.0112,Indonesia,ID,IDN,Banten,,387543,1360643410
Taytay,Taytay,14.5692,121.1325,Philippines,PH,PHL,Rizal,,386451,1608530771
Tarlac City,Tarlac City,15.4869,120.59,Philippines,PH,PHL,Tarlac,admin,385398,1608237027
Savar,Savar,23.8482,90.2577,Bangladesh,BD,BGD,Dhaka,,384093,1050038410
Malabon,Malabon,14.66,120.96,Philippines,PH,PHL,Malabon,admin,380522,1608045841
Cainta,Cainta,14.57,121.12,Philippines,PH,PHL,Rizal,,376933,1608314665
Cantonment,Cantonment,31.5167,74.3833,Pakistan,PK,PAK,Punjab,,374872,1586338974
Bhawana,Bhawana,31.5661,72.6461,Pakistan,PK,PAK,Punjab,,373841,1586746564
Lipa City,Lipa City,13.9411,121.1622,Philippines,PH,PHL,Batangas,,372931,1608615113
Butuan,Butuan,8.948,125.543,Philippines,PH,PHL,Butuan,admin,372910,1608000722
Ambon,Ambon,-3.6967,128.1783,Indonesia,ID,IDN,Maluku,admin,372249,1360756802
Malakwal,Malakwal,32.5531,73.2067,Pakistan,PK,PAK,Punjab,,371869,1586718612
Bharatpur,Bharatpur,27.6833,84.4333,Nepal,NP,NPL,,,369377,1524780273
Mardan,Mardan,34.2012,72.0258,Pakistan,PK,PAK,Khyber Pakhtunkhwa,minor,368302,1586001546
Baguio City,Baguio City,16.4119,120.5933,Philippines,PH,PHL,Baguio,admin,366358,1608164766
Cibinong,Cibinong,-6.485,106.842,Indonesia,ID,IDN,Jawa Barat,minor,365387,1360730847
Mandaue City,Mandaue City,10.33,123.93,Philippines,PH,PHL,Mandaue,admin,364116,1608794590
Iligan,Iligan,8.23,124.25,Philippines,PH,PHL,Iligan,admin,363115,1608000268
Bengkulu,Bengkulu,-3.7956,102.2592,Indonesia,ID,IDN,Bengkulu,admin,360495,1360191448
Palu,Palu,-0.895,119.8594,Indonesia,ID,IDN,Sulawesi Tengah,admin,359350,1360518272
Cabuyao,Cabuyao,14.275,121.125,Philippines,PH,PHL,Laguna,,355330,1608604441
San Fernando,San Fernando,15.03,120.68,Philippines,PH,PHL,Pampanga,admin,354666,1608862124
Pokhara,Pokhara,28.2097,83.9853,Nepal,NP,NPL,Gaṇḍakī,admin,353841,1524416084
Thari Mir Wah,Thari Mir Wah,27.0683,68.6023,Pakistan,PK,PAK,Sindh,,352491,1586971248
Batangas,Batangas,13.83,121,Philippines,PH,PHL,Batangas,admin,351437,1608417616
Tungi,Tungi,23.8915,90.4023,Bangladesh,BD,BGD,Dhaka,,350000,1050143008
Chon Buri,Chon Buri,13.3611,100.985,Thailand,TH,THA,Chon Buri,admin,342959,1764202077
Naga City,Naga City,13.6244,123.1864,Philippines,PH,PHL,Naga,admin,342769,1608775993
Khipro,Khipro,25.823,69.377,Pakistan,PK,PAK,Sindh,,332833,1586003885
Chak Jhumra,Chak Jhumra,31.5667,73.1833,Pakistan,PK,PAK,Punjab,,332461,1586091428
Kendari,Kendari,-3.9907,122.5086,Indonesia,ID,IDN,Sulawesi Tenggara,admin,331013,1360992102
Phatthaya,Phatthaya,12.9357,100.889,Thailand,TH,THA,Chon Buri,,328961,1764492695
Cabanatuan City,Cabanatuan City,15.4908,120.9678,Philippines,PH,PHL,Nueva Ecija,,327325,1608247694
Si Racha,Si Racha,13.174,100.93,Thailand,TH,THA,Chon Buri,minor,327172,1764003327
San Pedro,San Pedro,14.3583,121.0583,Philippines,PH,PHL,Laguna,,326001,1608848483
Kuching,Kuching,1.53,110.33,Malaysia,MY,MYS,Sarawak,admin,325132,1458462262
Cotabato,Cotabato,7.22,124.25,Philippines,PH,PHL,Cotabato,admin,325079,1608753128
Kluang,Kluang,2.0383,103.3179,Malaysia,MY,MYS,Johor,,323762,1458692921
Sukabumi,Sukabumi,-6.9181,106.9315,Indonesia,ID,IDN,Jawa Barat,,320970,1360447543
Hafizabad,Hafizabad,32.0714,73.6878,Pakistan,PK,PAK,Punjab,minor,318621,1586945951
Muar,Muar,2.0337,102.5666,Malaysia,MY,MYS,Johor,,314776,1458170112
Kasur,Kasur,31.1167,74.45,Pakistan,PK,PAK,Punjab,minor,314617,1586858135
Binangonan,Binangonan,14.4514,121.1919,Philippines,PH,PHL,Rizal,,313631,1608102511
Pasir Gudang,Pasir Gudang,1.462,103.9053,Malaysia,MY,MYS,Johor,,312499,1458548800
Tanza,Tanza,14.3944,120.8531,Philippines,PH,PHL,Cavite,,312116,1608010777
Karawang,Karawang,-6.3125,107.295,Indonesia,ID,IDN,Jawa Barat,minor,307880,1360007357
Puerto Princesa,Puerto Princesa,9.75,118.75,Philippines,PH,PHL,Puerto Princesa,admin,307079,1608455700
Khairpur Tamewah,Khairpur Tamewah,29.58,72.2328,Pakistan,PK,PAK,Punjab,,300000,1586275896
Chakwal,Chakwal,32.9303,72.8556,Pakistan,PK,PAK,Punjab,minor,299751,1586412908
Jember,Jember,-8.1727,113.6873,Indonesia,ID,IDN,Jawa Timur,minor,298585,1360316553
Pekalongan,Pekalongan,-6.8833,109.6667,Indonesia,ID,IDN,Jawa Tengah,,298386,1360039434
Cirebon,Cirebon,-6.7071,108.5574,Indonesia,ID,IDN,Jawa Barat,,296389,1360011375
Tagum,Tagum,7.4478,125.8078,Philippines,PH,PHL,Davao del Norte,admin,296202,1608755366
Comilla,Comilla,23.45,91.2,Bangladesh,BD,BGD,Chattogram,,296010,1050609330
Pondokaren,Pondokaren,-6.2811,106.7019,Indonesia,ID,IDN,Jawa Barat,,295812,1360008284
Sorong,Sorong,-0.8667,131.25,Indonesia,ID,IDN,Papua Barat,admin,295809,1360018780
Silang,Silang,14.2306,120.975,Philippines,PH,PHL,Cavite,,295644,1608301996
Rangpur,Rangpur,25.75,89.2444,Bangladesh,BD,BGD,Rangpur,admin,294265,1050667437
Mabalacat,Mabalacat,15.22,120.58,Philippines,PH,PHL,Pampanga,,293244,1608402560
Santa Maria,Santa Maria,14.82,120.96,Philippines,PH,PHL,Bulacan,,289820,1608186208
San Pablo,San Pablo,14.07,121.325,Philippines,PH,PHL,Laguna,,285348,1608801564
Phitsanulok,Phitsanulok,16.8158,100.2636,Thailand,TH,THA,Phitsanulok,admin,281929,1764140981
Khanewal,Khanewal,30.3,71.9333,Pakistan,PK,PAK,Punjab,minor,281890,1586883649
Marot,Marot,28.51,71.5,Pakistan,PK,PAK,Punjab,,280000,1586565934
Mingaora,Mingaora,34.7717,72.36,Pakistan,PK,PAK,Khyber Pakhtunkhwa,,279914,1586782526
Lucena,Lucena,13.93,121.62,Philippines,PH,PHL,Lucena,admin,278924,1608000461
Mamuju,Mamuju,-2.6833,118.9,Indonesia,ID,IDN,Sulawesi Barat,admin,278764,1360687242
Pematangsiantar,Pematangsiantar,2.96,99.06,Indonesia,ID,IDN,Sumatera Utara,,278055,1360769496
Lashkar Gāh,Lashkar Gah,31.5831,64.3692,Afghanistan,AF,AFG,Helmand,admin,276831,1004765445
Tegal,Tegal,-6.8675,109.1375,Indonesia,ID,IDN,Jawa Tengah,,275789,1360035814
Mehrabpur,Mehrabpur,27.0994,68.4208,Pakistan,PK,PAK,Sindh,,273764,1586005380
San Mateo,San Mateo,14.6969,121.1219,Philippines,PH,PHL,Rizal,,273306,1608557779
Majene,Majene,-3.5403,118.9707,Indonesia,ID,IDN,Sulawesi Barat,minor,272377,1360498576
Binjai,Binjai,3.5986,98.4803,Indonesia,ID,IDN,Sumatera Utara,,269053,1360884608
Kunduz,Kunduz,36.7286,68.8681,Afghanistan,AF,AFG,Kunduz,admin,268893,1004227517
Turbat,Turbat,26.0042,63.0606,Pakistan,PK,PAK,Balochistan,minor,268625,1586802806
Brāhmanbāria,Brahmanbaria,23.9723,91.1099,Bangladesh,BD,BGD,Chattogram,,268279,1050193121
Khwazakhela,Khwazakhela,34.9333,72.4667,Pakistan,PK,PAK,Khyber Pakhtunkhwa,,265571,1586769187
Feni,Feni,23.015,91.3967,Bangladesh,BD,BGD,Chattogram,,265000,1050761871
Dumai,Dumai,1.6667,101.45,Indonesia,ID,IDN,Riau,,264084,1360153292
Jalālābād,Jalalabad,34.4342,70.4478,Afghanistan,AF,AFG,Nangarhār,admin,263312,1004315012
Nawabshah,Nawabshah,26.2442,68.41,Pakistan,PK,PAK,Sindh,minor,263102,1586294005
Talisay,Talisay,10.25,123.83,Philippines,PH,PHL,Cebu,,263048,1608040297
Malolos,Malolos,14.8436,120.8114,Philippines,PH,PHL,Bulacan,admin,261189,1608358783
Olongapo,Olongapo,14.83,120.28,Philippines,PH,PHL,Olongapo,admin,260317,1608001640
Skardu,Skardu,35.2903,75.6444,Pakistan,PK,PAK,Gilgit-Baltistan,,260000,1586428836
Kotri,Kotri,25.374,68.3013,Pakistan,PK,PAK,Sindh,,259358,1586308347
Tāluqān,Taluqan,36.7167,69.5167,Afghanistan,AF,AFG,Takhār,admin,258758,1004687194
Siddhirganj,Siddhirganj,23.6913,90.5149,Bangladesh,BD,BGD,Dhaka,,256760,1050651716
Pasarkemis,Pasarkemis,-6.1703,106.53,Indonesia,ID,IDN,Jawa Barat,,255345,1360028667
Kuala Terengganu,Kuala Terengganu,5.3304,103.12,Malaysia,MY,MYS,Terengganu,admin,255109,1458475563
Marilao,Marilao,14.7581,120.9481,Philippines,PH,PHL,Bulacan,,254453,1608371779
Jhenida,Jhenida,23.5425,89.1749,Bangladesh,BD,BGD,Khulna,,252500,1050491250
Cimanggis,Cimanggis,-6.3645,106.8591,Indonesia,ID,IDN,Jawa Barat,,252370,1360945721
Kediri,Kediri,-7.8111,112.0047,Indonesia,ID,IDN,Jawa Timur,,252000,1360498846
Tacloban,Tacloban,11.24,125,Philippines,PH,PHL,Tacloban,admin,251881,1608710592
Companiganj,Companiganj,22.873,91.2782,Bangladesh,BD,BGD,Chattogram,,250579,1050000075
Palangkaraya,Palangkaraya,-2.21,113.92,Indonesia,ID,IDN,Kalimantan Tengah,admin,249434,1360268553
Sibu,Sibu,2.303,111.843,Malaysia,MY,MYS,Sarawak,,247995,1458970454
Sahiwal,Sahiwal,30.6611,73.1083,Pakistan,PK,PAK,Punjab,minor,247706,1586672083
Navotas,Navotas,14.6667,120.9417,Philippines,PH,PHL,Navotas,admin,247543,1608538447
Mount Lavinia,Mount Lavinia,6.8339,79.8644,Sri Lanka,LK,LKA,Western,,245974,1144684385
Taiping,Taiping,4.865,100.72,Malaysia,MY,MYS,Perak,,245182,1458446120
Jessore,Jessore,23.1704,89.2,Bangladesh,BD,BGD,Khulna,,243987,1050244487
Kesbewa,Kesbewa,6.7914,79.9378,Sri Lanka,LK,LKA,Western,,243842,1144646065
Birāṭnagar,Biratnagar,26.4833,87.2833,Nepal,NP,NPL,Province Number One,admin,242548,1524520011
Bānchpār,Banchpar,23.2081,90.7979,Bangladesh,BD,BGD,Chattogram,,241799,1050224894
Mirpur Khas,Mirpur Khas,25.525,69.0158,Pakistan,PK,PAK,Sindh,minor,236961,1586156251
Kajang,Kajang,2.9927,101.7909,Malaysia,MY,MYS,Selangor,,236240,1458690147
Banda Aceh,Banda Aceh,5.55,95.3175,Indonesia,ID,IDN,Aceh,admin,235305,1360353144
Miri,Miri,4.3999,113.9845,Malaysia,MY,MYS,Sarawak,,234541,1458079883
Purwokerto,Purwokerto,-7.4278,109.2417,Indonesia,ID,IDN,Jawa Tengah,minor,233865,1360455408
Teluk Intan,Teluk Intan,4.0119,101.0314,Malaysia,MY,MYS,Perak,,232800,1458126062
Okara,Okara,30.8092,73.4536,Pakistan,PK,PAK,Punjab,minor,232386,1586880900
Nazipur,Nazipur,25.0455,88.7609,Bangladesh,BD,BGD,Rājshāhi,,231900,1050310011
Ormoc,Ormoc,11.0106,124.6075,Philippines,PH,PHL,Ormoc,admin,230998,1608269612
Singkawang,Singkawang,0.9,108.9833,Indonesia,ID,IDN,Kalimantan Barat,,230376,1360906363
Barishal,Barishal,22.7,90.3667,Bangladesh,BD,BGD,Barishal,admin,230000,1050297281
Kulai,Kulai,1.6561,103.6032,Malaysia,MY,MYS,Johor,,230000,1458153941
Meycauayan,Meycauayan,14.73,120.95,Philippines,PH,PHL,Bulacan,,225673,1608553352
Padangsidempuan,Padangsidempuan,1.3786,99.2722,Indonesia,ID,IDN,Sumatera Utara,,225544,1360506609
Chuādānga,Chuadanga,23.6418,88.8577,Bangladesh,BD,BGD,Khulna,,224576,1050405233
Cox’s Bāzār,Cox's Bazar,21.4539,91.9677,Bangladesh,BD,BGD,Chattogram,,223522,1050836471
Tanjung Morawa,Tanjung Morawa,3.5167,98.7833,Indonesia,ID,IDN,Sumatera Utara,,223450,1360038308
